URL,FinalStatusCode,StatusLabel,RedirectChain,ResponseTimeMs,Notes,CheckedAt
https://findlayedu.wpenginepowered.com/academics/business-humanities/acbsp/,200,OK,200,306,,2026-05-08T07:44:26.469Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/accounting/,200,OK,200,333,,2026-05-08T07:44:27.577Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/brite-center/,200,OK,200,283,,2026-05-08T07:44:28.712Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/business-analytics/,200,OK,200,289,,2026-05-08T07:44:29.796Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/business-management/,200,OK,200,301,,2026-05-08T07:44:30.887Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/business-partnerships/,200,OK,200,331,,2026-05-08T07:44:31.988Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/dana-scholars/,200,OK,200,280,,2026-05-08T07:44:33.121Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/finance/,200,OK,200,298,,2026-05-08T07:44:34.203Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/innovative-competition/,200,OK,200,286,,2026-05-08T07:44:35.301Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/marketing/,200,OK,200,282,,2026-05-08T07:44:36.388Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/mba/,200,OK,200,288,,2026-05-08T07:44:37.472Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/mba/business-analytics-concentration/,200,OK,200,309,,2026-05-08T07:44:38.561Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/mba/cma/,200,OK,200,323,,2026-05-08T07:44:39.671Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/mba/cpa/,200,OK,200,276,,2026-05-08T07:44:40.795Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/mba/mba-accreditation/,200,OK,200,298,,2026-05-08T07:44:41.873Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/online-organizational-leadership/,200,OK,200,284,,2026-05-08T07:44:42.972Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/sport-business-strategy/,200,OK,200,293,,2026-05-08T07:44:44.057Z
https://findlayedu.wpenginepowered.com/academics/business-humanities/student-achievement/,200,OK,200,284,,2026-05-08T07:44:45.150Z
https://findlayedu.wpenginepowered.com/campus-life/student-organizations/,200,OK,200,311,,2026-05-08T07:44:46.237Z
https://findlayedu.wpenginepowered.com/academics/course-catalog/,200,OK,200,282,,2026-05-08T07:44:47.349Z
https://findlayedu.wpenginepowered.com/academics/education/,200,OK,200,369,,2026-05-08T07:44:48.433Z
https://findlayedu.wpenginepowered.com/academics/education/accreditations/,200,OK,200,341,,2026-05-08T07:44:49.604Z
https://findlayedu.wpenginepowered.com/academics/education/adolescent-young-adult/,200,OK,200,284,,2026-05-08T07:44:50.747Z
https://findlayedu.wpenginepowered.com/academics/education/adolescentyoung-adult-licensure/,200,OK,200,277,,2026-05-08T07:44:51.832Z
https://findlayedu.wpenginepowered.com/academics/education/doctor-of-education/,200,OK,200,768,,2026-05-08T07:44:52.911Z
https://findlayedu.wpenginepowered.com/academics/education/early-childhood-licensure/,200,OK,200,277,,2026-05-08T07:44:54.481Z
https://findlayedu.wpenginepowered.com/academics/education/edd-school-psychology/,200,OK,200,278,,2026-05-08T07:44:55.560Z
https://findlayedu.wpenginepowered.com/academics/education/hr-development/,200,OK,200,282,,2026-05-08T07:44:56.639Z
https://findlayedu.wpenginepowered.com/academics/education/intervention-specialist/,200,OK,200,283,,2026-05-08T07:44:57.723Z
https://findlayedu.wpenginepowered.com/academics/education/literacy-leadership-certificate/,200,OK,200,336,,2026-05-08T07:44:58.807Z
https://findlayedu.wpenginepowered.com/academics/education/mae-curricular-instructional-leadership/,200,OK,200,324,,2026-05-08T07:44:59.945Z
https://findlayedu.wpenginepowered.com/academics/education/mae-educational-administration/,200,OK,200,336,,2026-05-08T07:45:01.070Z
https://findlayedu.wpenginepowered.com/academics/education/mae-in-children-literature/,200,OK,200,317,,2026-05-08T07:45:02.206Z
https://findlayedu.wpenginepowered.com/academics/education/mae-reading-emphasis/,200,OK,200,333,,2026-05-08T07:45:03.325Z
https://findlayedu.wpenginepowered.com/academics/education/master-of-arts-in-education/,200,OK,200,280,,2026-05-08T07:45:04.459Z
https://findlayedu.wpenginepowered.com/academics/education/master-of-arts-in-education-on-campus/,200,OK,200,305,,2026-05-08T07:45:05.541Z
https://findlayedu.wpenginepowered.com/academics/education/middle-childhood-licensure/,200,OK,200,278,,2026-05-08T07:45:06.646Z
https://findlayedu.wpenginepowered.com/academics/education/multi-age-licensure/,200,OK,200,293,,2026-05-08T07:45:07.726Z
https://findlayedu.wpenginepowered.com/academics/education/professional-development/,200,OK,200,288,,2026-05-08T07:45:08.820Z
https://findlayedu.wpenginepowered.com/academics/education/professional-school-treasurer-licensure/,200,OK,200,418,,2026-05-08T07:45:09.910Z
https://findlayedu.wpenginepowered.com/academics/education/reading-endorsement/,200,OK,200,301,,2026-05-08T07:45:11.129Z
https://findlayedu.wpenginepowered.com/academics/education/school-building-leader/,200,OK,200,285,,2026-05-08T07:45:12.232Z
https://findlayedu.wpenginepowered.com/academics/education/school-counselor-leadership-certificate/,200,OK,200,275,,2026-05-08T07:45:13.318Z
https://findlayedu.wpenginepowered.com/academics/education/school-district-leader/,200,OK,200,592,,2026-05-08T07:45:14.394Z
https://findlayedu.wpenginepowered.com/academics/education/tesol-endorsement/,200,OK,200,283,,2026-05-08T07:45:15.788Z
https://findlayedu.wpenginepowered.com/academics/education/intervention-specialist/,200,OK,200,283,,2026-05-08T07:45:16.873Z
https://findlayedu.wpenginepowered.com/academics/education/master-of-arts-in-education/,200,OK,200,272,,2026-05-08T07:45:17.958Z
https://findlayedu.wpenginepowered.com/academics/education/middle-childhood/,200,OK,200,281,,2026-05-08T07:45:19.032Z
https://findlayedu.wpenginepowered.com/academics/education/multi-age/,200,OK,200,281,,2026-05-08T07:45:20.113Z
https://findlayedu.wpenginepowered.com/academics/education/primary-education/,200,OK,200,273,,2026-05-08T07:45:21.196Z
https://findlayedu.wpenginepowered.com/academics/education/the-clubhouse/,200,OK,200,278,,2026-05-08T07:45:22.270Z
https://findlayedu.wpenginepowered.com/academics/education/title-ii-report/,200,OK,200,296,,2026-05-08T07:45:23.349Z
https://findlayedu.wpenginepowered.com/academics/education/adolescent-young-adult/,200,OK,200,279,,2026-05-08T07:45:24.446Z
https://findlayedu.wpenginepowered.com/academics/education/adolescent-young-adult-language-arts/,200,OK,200,345,,2026-05-08T07:45:25.525Z
https://findlayedu.wpenginepowered.com/academics/education/adolescent-young-adult-life-science/,200,OK,200,271,,2026-05-08T07:45:26.672Z
https://findlayedu.wpenginepowered.com/academics/education/adolescent-young-adult-mathematics/,200,OK,200,377,,2026-05-08T07:45:27.744Z
https://findlayedu.wpenginepowered.com/academics/education/adolescent-young-adult-science/,200,OK,200,296,,2026-05-08T07:45:28.922Z
https://findlayedu.wpenginepowered.com/academics/education/adolescent-young-adult-social-studies/,200,OK,200,356,,2026-05-08T07:45:30.020Z
https://findlayedu.wpenginepowered.com/academics/education/intervention-specialist/,200,OK,200,274,,2026-05-08T07:45:31.176Z
https://findlayedu.wpenginepowered.com/academics/education/middle-childhood/,200,OK,200,273,,2026-05-08T07:45:32.251Z
https://findlayedu.wpenginepowered.com/academics/education/multi-age/,200,OK,200,283,,2026-05-08T07:45:33.324Z
https://findlayedu.wpenginepowered.com/academics/education/multi-age-health-physical-education/,200,OK,200,279,,2026-05-08T07:45:34.408Z
https://findlayedu.wpenginepowered.com/academics/education/multi-age-japanese/,200,OK,200,276,,2026-05-08T07:45:35.490Z
https://findlayedu.wpenginepowered.com/academics/education/multi-age-spanish/,200,OK,200,291,,2026-05-08T07:45:36.567Z
https://findlayedu.wpenginepowered.com/academics/education/multi-age-tesol/,200,OK,200,279,,2026-05-08T07:45:37.660Z
https://findlayedu.wpenginepowered.com/academics/education/multi-age-visual-arts/,200,OK,200,339,,2026-05-08T07:45:38.740Z
https://findlayedu.wpenginepowered.com/academics/education/primary-education/,200,OK,200,280,,2026-05-08T07:45:39.880Z
https://findlayedu.wpenginepowered.com/academics/education/primary-education1/,200,OK,200,371,,2026-05-08T07:45:40.961Z
https://findlayedu.wpenginepowered.com/admissions-aid/families/,200,OK,200,320,,2026-05-08T07:45:42.140Z
https://findlayedu.wpenginepowered.com/admissions-aid/families/semester-checklist/,200,OK,200,435,,2026-05-08T07:45:43.261Z
https://findlayedu.wpenginepowered.com/admissions-aid/families/family-resources/,200,OK,200,329,,2026-05-08T07:45:44.497Z
https://findlayedu.wpenginepowered.com/admissions-aid/families/new-family-orientation/,200,OK,200,322,,2026-05-08T07:45:45.628Z
https://findlayedu.wpenginepowered.com/admissions-aid/financial-aid/choose-ohio-first-scholarships/,200,OK,200,288,,2026-05-08T07:45:46.752Z
https://findlayedu.wpenginepowered.com/admissions-aid/tuition-fees/,200,OK,200,356,,2026-05-08T07:45:47.841Z
https://findlayedu.wpenginepowered.com/admissions-aid/financial-aid/federal-aid/,200,OK,200,397,,2026-05-08T07:45:48.997Z
https://findlayedu.wpenginepowered.com/admissions-aid/financial-aid/how-to-apply/,200,OK,200,397,,2026-05-08T07:45:50.196Z
https://findlayedu.wpenginepowered.com/admissions-aid/financial-aid/frequently-asked-questions/,200,OK,200,484,,2026-05-08T07:45:51.395Z
https://findlayedu.wpenginepowered.com/admissions-aid/graduate/financial-aid-scholarships/,200,OK,301→200,736,,2026-05-08T07:45:52.680Z
https://findlayedu.wpenginepowered.com/admissions-aid/military-services/financial-aid-scholarships/,200,OK,200,277,,2026-05-08T07:45:54.216Z
https://findlayedu.wpenginepowered.com/admissions-aid/financial-aid/other-resources/,200,OK,200,387,,2026-05-08T07:45:55.295Z
https://findlayedu.wpenginepowered.com/admissions-aid/scholarships/,200,OK,200,288,,2026-05-08T07:45:56.483Z
